hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,arrival_date_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,meal,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
Sunset Inn,VERDADERO,30,2015,4,21,15,29,10,3,1,1,BB,Norway,VERDADERO,,2,E,E,10,Debit car deposit,8,Transient-Party,,0,Canceled,03.07.2020,Bonni Westfalen,bwestfalengq@msn.com,187-856-8782,3550676051232810
Grand Hotel,FALSO,61,2019,12,21,48,1,0,5,,,FB,France,FALSO,3,8,D,D,4,Credit card deposit,4,Transient,VERDADERO,7,Canceled,15/03/2019,Kial Corradetti,kcorradettigr@guardian.co.uk,766.756.9881,5610356226101620
Grand Hotel,FALSO,64,2017,6,11,22,20,8,5,,,FB,Philippines,FALSO,1,10,G,G,1,Cash deposit,3,Transient-Party,FALSO,1,Canceled,11.01.2019,Marge Cheston,mchestongs@xinhuanet.com,288.021.9697,3558726228011520
Ocean Breeze Resort,FALSO,8,2020,3,2,9,17,6,7,,,FB,Indonesia,VERDADERO,6,10,C,C,9,Credit card deposit,10,Contract,VERDADERO,8,No-Show,19/02/2018,Randy Walcot,rwalcotgt@marketwatch.com,692.071.1339,4917570581849660
Grand Hotel,FALSO,31,2018,8,8,30,23,8,6,5,1,BB,France,VERDADERO,0,,E,E,,No deposit,9,Transient-Party,FALSO,3,No-Show,10.15.2019,Horace Arnaut,harnautgu@cdbaby.com,(159) 266-8534,3552224018265170
Mountain View Lodge,VERDADERO,44,2019,5,7,17,29,10,1,4,4,HB,Indonesia,FALSO,7,3,G,G,,Credit card deposit,1,Transient,FALSO,3,No-Show,06-02-2020,Berte Covert,bcovertgv@tumblr.com,(636) 302-0811,3540774434784760
Golden Sands Hotel,FALSO,,2020,2,6,5,10,4,7,4,4,HB,Malta,,,2,C,C,2,Cash deposit,1,Contract,FALSO,5,Check-Out,24/06/2015,Lem Dumper,ldumpergw@vk.com,327.881.3658,374420435295827
Sunset Inn,VERDADERO,58,2015,8,10,30,13,4,3,2,1,HB,Mexico,VERDADERO,2,1,E,E,3,Credit card deposit,2,Transient-Party,,7,Check-Out,02-04-2015,Alf Kirdsch,akirdschgx@edublogs.org,338-220-5849,3589720286716280
Sunset Inn,VERDADERO,52,2017,2,24,8,28,10,3,3,,BB,United Arab Emirates,VERDADERO,0,0,G,G,0,Debit car deposit,8,Transient-Party,VERDADERO,6,Check-Out,28/02/2016,Ines O'Fihily,iofihilygy@nih.gov,277.857.5344,3558773110157730
Mountain View Lodge,FALSO,17,2019,2,5,5,18,6,5,3,5,FB,Egypt,VERDADERO,7,,E,E,8,Credit card deposit,2,Contract,VERDADERO,1,Canceled,06/01/2015,Darice Sheers,dsheersgz@yandex.ru,+1 (692) 597-9130,6761183697670330000
Grand Hotel,VERDADERO,,2015,4,3,13,18,6,4,1,1,FB,Portugal,FALSO,0,8,F,F,,Cash deposit,,Transient-Party,,2,Check-Out,10.02.2015,Myrna Barnet,mbarneth0@tripadvisor.com,+1 (311) 391-4042,374283602253668
Mountain View Lodge,VERDADERO,22,2018,7,3,25,7,2,2,4,4,BB,Greece,VERDADERO,4,10,F,F,10,No deposit,9,Contract,,9,Check-Out,10.06.2017,Yardley Beslier,ybeslierh1@cnbc.com,+1 (328) 288-4189,3564482236963790
Mountain View Lodge,VERDADERO,8,2018,12,5,48,24,8,9,2,3,HB,China,FALSO,3,0,E,E,,No deposit,0,Transient,,,No-Show,10.25.2018,Ode Bromont,obromonth2@wufoo.com,564-785-2093,4508185213031290
Ocean Breeze Resort,FALSO,57,2016,8,23,32,5,2,6,,3,HB,China,VERDADERO,,8,D,D,6,No deposit,9,Transient,FALSO,8,Canceled,12/08/2015,Hildy Camplin,hcamplinh3@netvibes.com,+1 (689) 179-5505,3562834667305630
Mountain View Lodge,VERDADERO,81,2016,3,26,12,26,10,6,2,3,HB,France,FALSO,,6,C,C,2,No deposit,0,Transient,FALSO,10,Canceled,24-06-2015,Grover Stive,gstiveh4@java.com,547.800.8433,5602220458024770
Ocean Breeze Resort,FALSO,,2019,10,20,39,9,2,5,4,1,FB,Chile,,3,5,A,A,,Debit car deposit,,Transient-Party,FALSO,6,Check-Out,23-10-2017,Karrah Witcombe,kwitcombeh5@hud.gov,+1 (819) 579-6485,3560283946609750
Sunset Inn,FALSO,100,2016,5,4,17,21,8,5,1,5,HB,Indonesia,VERDADERO,2,,C,C,9,Cash deposit,0,Transient,FALSO,9,No-Show,17-02-2020,Addie Cory,acoryh6@printfriendly.com,(833) 203-6496,5353317047587280
Ocean Breeze Resort,VERDADERO,56,2020,2,7,5,9,2,8,1,,FB,China,FALSO,7,6,E,E,0,Debit car deposit,5,Transient,,4,Check-Out,12.13.2016,Jocelin Grimbleby,jgrimblebyh7@wsj.com,(227) 089-2448,4508840812004370
Grand Hotel,FALSO,6,2016,3,27,12,22,8,10,2,4,HB,China,FALSO,10,3,D,D,8,Credit card deposit,2,Transient-Party,VERDADERO,10,Canceled,05/01/2017,Maximilian Calvey,mcalveyh8@google.fr,240-891-0432,3535675699088910
Grand Hotel,VERDADERO,63,2020,4,15,15,6,2,3,4,3,FB,China,VERDADERO,8,2,D,D,2,No deposit,3,Contract,VERDADERO,7,Canceled,07-09-2019,Vina Krzysztofiak,vkrzysztofiakh9@topsy.com,885-870-3916,4041371248618
Grand Hotel,FALSO,62,2019,8,2,29,16,6,2,4,3,FB,Russia,VERDADERO,7,6,E,E,0,No deposit,,Transient,,10,No-Show,30-08-2015,Scott Mordaunt,smordauntha@yale.edu,(100) 165-4389,63042395576835800
Ocean Breeze Resort,VERDADERO,66,2015,10,5,37,7,2,8,1,5,FB,Thailand,VERDADERO,,3,G,G,7,No deposit,4,Contract,VERDADERO,6,Check-Out,18-06-2019,Nertie Gregr,ngregrhb@infoseek.co.jp,839.900.0691,5108759751951070
Mountain View Lodge,VERDADERO,52,2019,8,12,30,14,4,3,1,4,HB,Russia,FALSO,,6,F,F,8,Debit car deposit,4,Transient-Party,FALSO,1,Canceled,28/01/2018,Verene Axten,vaxtenhc@cam.ac.uk,172-861-2015,30371572330479
Mountain View Lodge,FALSO,48,2018,12,2,48,21,8,7,1,2,FB,Malaysia,VERDADERO,8,4,D,D,0,No deposit,8,Transient,FALSO,8,No-Show,01-06-2015,Lee Pennini,lpenninihd@blogs.com,740.990.5152,3579888019722710
Grand Hotel,FALSO,16,2015,8,22,32,8,2,8,,5,BB,Japan,VERDADERO,2,8,F,F,6,Cash deposit,,Transient,FALSO,0,Check-Out,22-01-2016,Benoit Bransden,bbransdenhe@usnews.com,(933) 505-1283,201475831293817
Golden Sands Hotel,FALSO,,2015,8,15,31,22,8,2,,4,HB,Indonesia,FALSO,2,6,F,F,6,Credit card deposit,8,Contract,,,Canceled,14-01-2016,Warde Liddicoat,wliddicoathf@wix.com,502.310.2109,5511687906697760
Golden Sands Hotel,FALSO,20,2020,1,5,1,6,2,7,1,2,HB,Mexico,VERDADERO,1,8,G,G,0,No deposit,5,Transient,VERDADERO,0,No-Show,07.31.2020,Ashlen Castagne,acastagnehg@taobao.com,120-171-2504,30592309326288
Sunset Inn,VERDADERO,87,2018,6,23,24,17,6,2,1,1,HB,East Timor,FALSO,8,2,D,D,0,No deposit,,Transient,VERDADERO,1,No-Show,06.29.2015,Brian Carefull,bcarefullhh@cnbc.com,261-232-3780,4017951505023
Sunset Inn,FALSO,55,2019,5,19,19,18,6,2,2,4,FB,Brazil,FALSO,8,7,D,D,,Cash deposit,8,Transient-Party,FALSO,7,No-Show,28-12-2020,Maryanne Hollyar,mhollyarhi@cbc.ca,(446) 868-7252,3580811749756430
Ocean Breeze Resort,FALSO,70,2018,12,14,48,8,2,3,1,4,BB,Russia,VERDADERO,10,6,G,G,7,Debit car deposit,5,Transient,FALSO,4,No-Show,07.13.2019,Babita Beswick,bbeswickhj@auda.org.au,+1 (820) 715-1715,3530531664574150
Sunset Inn,VERDADERO,57,2019,1,30,4,28,10,4,2,1,BB,Russia,VERDADERO,1,3,D,D,7,Debit car deposit,10,Contract,VERDADERO,3,Check-Out,27-08-2019,Isaak Mathissen,imathissenhk@upenn.edu,847-206-8410,3574911395492550
Grand Hotel,FALSO,,2019,9,22,36,13,4,4,3,4,BB,Venezuela,VERDADERO,,6,F,F,0,Debit car deposit,0,Contract,FALSO,9,No-Show,09.27.2018,Tonnie Shill,tshillhl@dell.com,+1 (513) 774-2846,30588378193427
Grand Hotel,VERDADERO,,2020,11,28,44,2,0,2,4,2,HB,Vietnam,FALSO,1,,G,G,,Cash deposit,3,Transient-Party,FALSO,5,Check-Out,07/02/2018,Tabatha Cardus,tcardushm@icq.com,185.214.8626,5100174244717150
Grand Hotel,FALSO,95,2016,9,9,34,11,4,3,5,1,HB,Portugal,FALSO,2,,D,D,1,Credit card deposit,10,Transient,FALSO,0,Canceled,19/02/2018,Jelene Hedin,jhedinhn@mayoclinic.com,(878) 945-4500,3573604697015440
Golden Sands Hotel,FALSO,37,2020,5,28,20,22,8,3,1,4,BB,Indonesia,,4,,F,F,3,No deposit,,Transient,VERDADERO,7,Canceled,21-08-2016,Davidson Yuranovev,dyuranovevho@mozilla.com,647-973-4079,201790367852467
Ocean Breeze Resort,VERDADERO,89,2015,12,22,48,2,0,2,5,3,BB,Brazil,FALSO,,1,E,E,9,Credit card deposit,7,Transient,FALSO,0,Check-Out,30-10-2020,Kaylyn Youll,kyoullhp@livejournal.com,154.865.6481,3531368905518230
Ocean Breeze Resort,VERDADERO,36,2017,4,9,14,3,0,3,1,1,BB,Philippines,FALSO,1,3,E,E,7,Credit card deposit,2,Transient-Party,VERDADERO,9,No-Show,16/03/2016,Elvis Dureden,eduredenhq@wiley.com,(170) 283-0538,3537968801688250
Ocean Breeze Resort,FALSO,99,2018,8,30,32,15,6,7,1,4,FB,Thailand,FALSO,10,8,C,C,6,Credit card deposit,5,Transient-Party,FALSO,3,No-Show,05-01-2017,Rosetta Grote,rgrotehr@ycombinator.com,+1 (187) 436-8625,3561694767600870
Mountain View Lodge,FALSO,17,2019,9,7,33,2,0,7,1,1,FB,Russia,VERDADERO,0,8,F,F,8,Cash deposit,10,Contract,VERDADERO,9,Canceled,06/07/2016,Britta Hendricks,bhendrickshs@squarespace.com,(661) 879-9995,5129029929263400
Ocean Breeze Resort,FALSO,,2017,7,3,25,20,8,4,2,3,HB,China,FALSO,4,0,A,A,9,No deposit,2,Transient,VERDADERO,8,No-Show,16-11-2017,Roderigo Gantzman,rgantzmanht@sina.com.cn,+1 (732) 232-9930,379891487442340
Mountain View Lodge,FALSO,5,2018,3,4,9,5,2,3,5,5,BB,Indonesia,VERDADERO,8,3,E,E,8,Debit car deposit,7,Transient-Party,VERDADERO,,Check-Out,16-11-2018,Trever Sellman,tsellmanhu@sogou.com,(656) 256-9685,5100141768582350
Mountain View Lodge,FALSO,18,2015,5,22,20,27,10,8,,5,BB,Uzbekistan,VERDADERO,10,,F,F,8,No deposit,6,Transient-Party,FALSO,9,Check-Out,02.25.2019,Carissa Bartolomeotti,cbartolomeottihv@thetimes.co.uk,577.334.7063,30212846092786
Ocean Breeze Resort,FALSO,100,2017,5,21,19,26,10,2,3,1,BB,Afghanistan,,1,6,E,E,9,Debit car deposit,8,Transient-Party,VERDADERO,2,Canceled,09.06.2018,Rube Yurshev,ryurshevhw@drupal.org,+1 (426) 893-1697,4041379527515570
Grand Hotel,VERDADERO,,2019,12,7,48,28,10,3,1,4,FB,Russia,,0,6,D,D,9,Cash deposit,10,Contract,VERDADERO,5,Check-Out,06.09.2018,Ibbie Critten,icrittenhx@prlog.org,+1 (197) 800-8607,4917020038528230
Sunset Inn,FALSO,100,2018,5,31,20,23,8,5,2,2,HB,United States,FALSO,10,6,G,G,4,No deposit,3,Contract,VERDADERO,2,No-Show,02/02/2017,Kaila Hoffmann,khoffmannhy@homestead.com,+1 (821) 354-4878,5641821224262120
Golden Sands Hotel,FALSO,61,2019,9,5,33,5,2,9,,2,HB,France,VERDADERO,1,6,D,D,1,Debit car deposit,10,Transient-Party,VERDADERO,1,Check-Out,23-02-2015,Jeannie Elphey,jelpheyhz@rambler.ru,+1 (525) 112-5694,3576210030954760
Mountain View Lodge,FALSO,41,2020,2,8,6,19,6,10,4,,BB,Poland,VERDADERO,10,,F,F,1,Cash deposit,9,Transient,VERDADERO,7,Canceled,12.02.2018,Alvinia Dighton,adightoni0@pen.io,(257) 479-4409,3556616338414130
Grand Hotel,VERDADERO,64,2017,2,11,6,27,10,2,2,2,BB,China,VERDADERO,1,2,G,G,3,Debit car deposit,8,Transient,FALSO,5,Check-Out,07.30.2015,Randie Webber,rwebberi1@deliciousdays.com,159.763.3164,3531057394855180
Mountain View Lodge,FALSO,,2016,4,18,15,25,10,3,5,1,FB,Macedonia,FALSO,5,7,F,F,1,No deposit,3,Contract,FALSO,6,Canceled,09.10.2017,Edwin Jovic,ejovici2@theatlantic.com,262.746.0762,560225397421657000
Mountain View Lodge,FALSO,83,2017,12,29,49,16,6,4,5,,FB,Myanmar,FALSO,,5,E,E,4,Debit car deposit,8,Transient-Party,FALSO,5,Canceled,23/02/2017,Lalo Meriguet,lmerigueti3@ucla.edu,(300) 030-4818,5020641544899930000
Grand Hotel,FALSO,,2020,5,26,20,24,8,1,,2,BB,Poland,FALSO,0,,A,A,1,Cash deposit,3,Transient-Party,VERDADERO,5,Canceled,28/04/2017,Randal Calver,rcalveri4@umn.edu,+1 (424) 587-3403,30405307715859
Sunset Inn,FALSO,20,2017,12,9,48,6,2,2,5,5,BB,Israel,,9,,E,E,0,Cash deposit,7,Transient,VERDADERO,6,No-Show,01.04.2016,Alwin Rhucroft,arhucrofti5@google.it,753.859.4551,4917053717634170
Sunset Inn,VERDADERO,,2018,8,29,32,14,4,2,3,2,HB,United States,VERDADERO,0,7,A,A,0,No deposit,3,Contract,,4,Canceled,24/07/2019,Nissie Tothe,ntothei6@mapquest.com,+1 (699) 211-7719,4017955862057
Sunset Inn,FALSO,76,2016,4,12,14,14,4,4,,,HB,Russia,VERDADERO,,,D,D,8,Debit car deposit,2,Transient,VERDADERO,,Check-Out,12/12/2015,Kippie Berthod,kberthodi7@nih.gov,364.446.7708,676372358226701000
Sunset Inn,FALSO,93,2017,3,26,12,13,4,10,2,4,HB,Sweden,FALSO,7,5,F,F,10,No deposit,,Transient,FALSO,10,Canceled,21-03-2018,Chariot Vise,cvisei8@usatoday.com,(147) 195-3004,3589147329397790
Golden Sands Hotel,VERDADERO,11,2015,11,30,44,6,2,1,2,1,BB,China,VERDADERO,,2,F,F,3,Debit car deposit,6,Contract,VERDADERO,,Check-Out,03.26.2020,Ben Roderham,broderhami9@nationalgeographic.com,+1 (614) 007-1083,5425784740215820
Golden Sands Hotel,FALSO,56,2016,6,11,22,3,0,7,3,,BB,Poland,VERDADERO,,,D,D,,Cash deposit,,Contract,FALSO,1,Canceled,31-05-2015,Kenn McGuffog,kmcguffogia@myspace.com,(605) 048-5295,30422008174005
Golden Sands Hotel,VERDADERO,67,2018,3,13,10,21,8,7,4,1,FB,China,VERDADERO,10,5,C,C,5,No deposit,5,Transient,VERDADERO,,Canceled,18/01/2017,Appolonia Layland,alaylandib@ustream.tv,(251) 283-1037,3557700015524020
Ocean Breeze Resort,VERDADERO,90,2015,12,20,48,21,8,3,5,3,FB,China,FALSO,,6,C,C,10,Cash deposit,8,Transient-Party,FALSO,2,No-Show,30-08-2016,Dalenna Pashe,dpasheic@huffingtonpost.com,655-648-9150,3568189535256160
Ocean Breeze Resort,FALSO,14,2016,1,17,3,4,0,9,3,1,HB,Peru,FALSO,,9,A,A,1,No deposit,,Transient,VERDADERO,,Canceled,05.25.2016,Davine Albone,dalboneid@linkedin.com,+1 (326) 313-3401,6761211289246790000
Mountain View Lodge,FALSO,3,2016,9,27,36,2,0,6,,1,BB,Sweden,FALSO,,8,E,E,4,Debit car deposit,8,Transient,FALSO,7,Check-Out,29-04-2016,Donica Woodcroft,dwoodcroftie@tripadvisor.com,+1 (378) 253-9374,5641822002703530
Mountain View Lodge,FALSO,,2020,8,25,32,3,0,4,,2,BB,China,FALSO,,8,G,G,8,Credit card deposit,1,Contract,FALSO,9,Check-Out,17/12/2018,Corene Adame,cadameif@facebook.com,(418) 211-2024,3581037550263560
Golden Sands Hotel,VERDADERO,55,2019,6,28,24,23,8,10,3,,BB,Argentina,FALSO,2,6,D,D,10,Cash deposit,,Transient,FALSO,2,Canceled,02.04.2017,Sybilla Handrok,shandrokig@washingtonpost.com,(609) 972-5102,5108759847873360
Grand Hotel,VERDADERO,18,2015,3,19,11,19,6,2,1,2,BB,Philippines,FALSO,,3,C,C,9,Cash deposit,2,Transient-Party,VERDADERO,4,Canceled,22/05/2020,Jeddy Whatson,jwhatsonih@discovery.com,145.061.3526,4405810064793200
Mountain View Lodge,VERDADERO,30,2019,8,19,31,2,0,9,4,2,FB,Albania,FALSO,9,4,E,E,6,No deposit,8,Transient,FALSO,8,No-Show,21-12-2018,Caresse Seeds,cseedsii@ted.com,+1 (814) 102-8776,5641825858659780
Grand Hotel,VERDADERO,,2016,8,29,32,6,2,3,4,2,FB,Argentina,FALSO,3,8,A,A,0,Cash deposit,4,Transient,VERDADERO,5,Canceled,08.06.2019,Ricard Nicholls,rnichollsij@godaddy.com,+1 (133) 609-3190,4405368196648700
Golden Sands Hotel,VERDADERO,0,2015,4,2,13,26,10,10,1,1,BB,Indonesia,VERDADERO,3,2,F,F,1,Credit card deposit,,Contract,FALSO,8,No-Show,15-11-2020,Floyd Ivakhin,fivakhinik@tiny.cc,535.696.1159,6398178802371530
Mountain View Lodge,VERDADERO,,2020,4,4,13,27,10,3,1,2,BB,China,FALSO,6,3,F,F,,No deposit,9,Transient,VERDADERO,,Canceled,19-02-2017,Nadiya Ollerton,nollertonil@ovh.net,917-149-3269,4905460351196120
Ocean Breeze Resort,VERDADERO,84,2020,5,26,20,24,8,3,1,4,BB,Germany,FALSO,,7,A,A,5,Debit car deposit,2,Contract,FALSO,4,No-Show,25-06-2019,Kerri O'Mullaney,komullaneyim@ted.com,529.218.6063,3537988832696900
Golden Sands Hotel,VERDADERO,,2016,1,16,3,14,4,8,1,,BB,Malaysia,VERDADERO,2,2,A,A,7,No deposit,2,Contract,FALSO,9,Check-Out,06.15.2019,Ingmar Haspineall,ihaspineallin@aol.com,715-379-1644,377032320672908
Ocean Breeze Resort,FALSO,,2018,11,10,42,4,0,4,2,,HB,Cameroon,,9,0,D,D,3,Debit car deposit,7,Transient-Party,VERDADERO,2,Canceled,07.11.2017,Alex Rings,aringsio@4shared.com,386.867.0841,5580327774558200
Grand Hotel,FALSO,86,2015,11,24,44,27,10,4,,4,BB,Russia,FALSO,1,5,A,A,8,Cash deposit,5,Contract,FALSO,5,Canceled,15/06/2017,Evelyn Rider,eriderip@ibm.com,+1 (424) 373-6891,3578290204101330
Ocean Breeze Resort,FALSO,40,2016,8,4,29,27,10,1,3,,FB,Philippines,FALSO,10,7,F,F,8,Cash deposit,6,Transient,VERDADERO,2,No-Show,17/09/2015,Liva Sims,lsimsiq@webeden.co.uk,932-565-9812,6709285737511430
Golden Sands Hotel,VERDADERO,,2019,4,26,16,8,2,5,1,5,BB,Indonesia,FALSO,8,1,E,E,5,No deposit,,Transient-Party,FALSO,,Canceled,21-11-2019,Imojean Spirritt,ispirrittir@ocn.ne.jp,+1 (577) 027-5436,5602216479448550
Grand Hotel,VERDADERO,68,2020,12,30,49,24,8,1,3,,BB,Russia,VERDADERO,0,6,E,E,10,Cash deposit,10,Transient-Party,FALSO,3,Check-Out,04.20.2016,Stephanus McGow,smcgowis@wunderground.com,393.438.7068,3561578869500900
Ocean Breeze Resort,FALSO,46,2015,11,29,44,6,2,8,2,2,HB,Ukraine,VERDADERO,,10,F,F,6,Credit card deposit,6,Contract,FALSO,5,Check-Out,07.08.2015,Lorne Kretschmer,lkretschmerit@latimes.com,968.492.4244,3528813401395390
Grand Hotel,VERDADERO,38,2017,5,13,18,17,6,8,1,5,BB,China,VERDADERO,4,1,D,D,9,No deposit,5,Transient,FALSO,,Canceled,10-05-2020,Jaye Garbar,jgarbariu@dell.com,223-950-7432,5602233172224340000
Golden Sands Hotel,VERDADERO,63,2020,5,3,17,13,4,8,4,2,FB,China,VERDADERO,,,C,C,4,Debit car deposit,10,Contract,VERDADERO,10,Canceled,19/10/2016,Micki Sheards,msheardsiv@blogtalkradio.com,548.156.9786,3546071510986030
Ocean Breeze Resort,FALSO,37,2015,4,4,13,28,10,1,1,3,HB,Indonesia,FALSO,,8,A,A,3,Debit car deposit,6,Transient-Party,VERDADERO,9,No-Show,10/01/2020,Edwina Matten,ematteniw@ow.ly,+1 (871) 871-3029,3529465474708880
Ocean Breeze Resort,VERDADERO,60,2016,11,11,42,25,10,5,5,5,HB,Russia,FALSO,3,,F,F,3,Credit card deposit,1,Transient,FALSO,10,Check-Out,09.20.2018,Lyn Neising,lneisingix@360.cn,670.385.5775,5018870366662060000
Grand Hotel,FALSO,91,2015,7,6,25,10,4,4,,3,HB,Philippines,,4,1,A,A,2,Cash deposit,5,Transient-Party,FALSO,,Canceled,15/10/2016,Jakie Kemell,jkemelliy@arstechnica.com,964-169-1527,3550983409148210
Grand Hotel,VERDADERO,61,2019,7,16,27,29,10,10,,,FB,Ireland,VERDADERO,4,,E,E,2,Credit card deposit,1,Transient-Party,VERDADERO,5,Check-Out,01.16.2020,Isacco Duckit,iduckitiz@unblog.fr,611.273.2667,3554979006036290
Sunset Inn,VERDADERO,69,2016,4,7,13,2,0,1,1,2,HB,Sweden,VERDADERO,6,1,E,E,0,Credit card deposit,5,Transient,FALSO,8,No-Show,02.07.2020,Graig Noble,gnoblej0@liveinternet.ru,751-473-3288,560224041846039000
Mountain View Lodge,VERDADERO,19,2020,8,19,31,29,10,5,1,5,HB,Ukraine,VERDADERO,,4,F,F,4,No deposit,5,Transient,VERDADERO,,Check-Out,27-02-2019,Skip Hegg,sheggj1@technorati.com,+1 (224) 289-2594,5602245172995000
Sunset Inn,VERDADERO,,2016,3,13,10,9,2,3,,4,HB,Albania,VERDADERO,,,G,G,4,No deposit,5,Contract,VERDADERO,10,Check-Out,15/03/2016,Kip Shorto,kshortoj2@timesonline.co.uk,876-789-5236,3536762482042020
Mountain View Lodge,VERDADERO,29,2020,6,16,23,12,4,8,3,1,HB,Moldova,FALSO,,4,D,D,10,Debit car deposit,5,Transient-Party,FALSO,9,No-Show,30/05/2020,Lorianna Abbatucci,labbatuccij3@sciencedirect.com,173-673-7463,3537188423415880
Sunset Inn,FALSO,67,2018,12,6,48,28,10,9,1,,BB,Brazil,FALSO,10,8,A,A,1,Debit car deposit,6,Contract,,4,Canceled,13/03/2018,Adolphus Fencott,afencottj4@cnet.com,(502) 510-6097,3551474073330820
Ocean Breeze Resort,FALSO,64,2015,3,13,10,24,8,3,5,2,BB,Sweden,FALSO,9,3,E,E,,Credit card deposit,10,Transient-Party,VERDADERO,7,No-Show,09.04.2019,Caresa Whines,cwhinesj5@list-manage.com,843.946.6996,5602213498431970
Golden Sands Hotel,FALSO,90,2019,12,29,49,22,8,4,4,,BB,Sierra Leone,VERDADERO,10,0,A,A,9,Debit car deposit,0,Transient,VERDADERO,1,Check-Out,20-05-2016,Kirsteni De Filippo,kdej6@theglobeandmail.com,(476) 898-1778,5602237902266090
Sunset Inn,FALSO,38,2019,9,7,33,6,2,2,4,4,BB,Kosovo,FALSO,5,10,A,A,7,No deposit,1,Transient-Party,VERDADERO,6,Check-Out,12/12/2015,Gabi Amoore,gamoorej7@feedburner.com,731-818-0653,4026360561620820
Golden Sands Hotel,FALSO,86,2018,3,4,9,3,0,8,5,5,HB,China,VERDADERO,0,0,C,C,0,No deposit,,Transient,FALSO,3,Canceled,05-02-2019,Desmond MacKall,dmackallj8@fastcompany.com,358.214.0097,4405588021829470
Ocean Breeze Resort,FALSO,2,2018,5,23,20,12,4,3,5,5,HB,China,VERDADERO,,9,D,D,8,Debit car deposit,0,Transient-Party,,5,Canceled,02.01.2017,Denney Cockren,dcockrenj9@narod.ru,542-314-7804,3554268847830660
Grand Hotel,FALSO,,2018,6,4,21,5,2,3,3,5,FB,Poland,FALSO,6,2,C,C,7,No deposit,0,Transient,VERDADERO,5,Canceled,14-10-2020,Zorah Quipp,zquippja@epa.gov,360.421.6839,4175007887135630
Sunset Inn,FALSO,,2017,12,12,48,11,4,5,4,,HB,Japan,VERDADERO,6,0,D,D,8,Credit card deposit,6,Transient-Party,VERDADERO,5,Canceled,14/07/2017,Rozalie Bilbee,rbilbeejb@ning.com,888.972.9687,3584120047593920
Grand Hotel,FALSO,89,2018,11,29,44,22,8,5,2,,HB,Portugal,VERDADERO,9,2,E,E,4,Credit card deposit,3,Transient,VERDADERO,7,Check-Out,18-02-2016,Rosemonde Scorton,rscortonjc@bloglovin.com,177-657-7777,5267328896012540
Mountain View Lodge,FALSO,79,2019,2,22,8,7,2,10,4,,HB,Portugal,VERDADERO,9,7,C,C,8,Debit car deposit,8,Contract,,8,No-Show,11.10.2018,Page Grzegorczyk,pgrzegorczykjd@oaic.gov.au,986-287-5386,5048374630651090
Ocean Breeze Resort,VERDADERO,53,2017,5,10,18,4,0,5,5,,FB,Cameroon,,3,9,G,G,0,Cash deposit,5,Contract,FALSO,9,Check-Out,07.24.2019,Buddie Marvelley,bmarvelleyje@squarespace.com,+1 (455) 993-2584,4903268365393550000
Ocean Breeze Resort,VERDADERO,65,2015,11,28,44,17,6,6,5,1,HB,Haiti,VERDADERO,5,10,C,C,7,Credit card deposit,4,Contract,VERDADERO,,No-Show,23/09/2019,Rustin Osmon,rosmonjf@privacy.gov.au,+1 (943) 783-8130,560221855219287000
Sunset Inn,FALSO,96,2015,12,24,48,11,4,8,4,2,BB,Peru,VERDADERO,,8,C,C,3,Credit card deposit,8,Transient-Party,,9,No-Show,01.09.2019,Brade Souttar,bsouttarjg@prweb.com,+1 (702) 234-4366,201580106761404
Ocean Breeze Resort,VERDADERO,23,2015,5,22,20,23,8,9,1,1,BB,Argentina,VERDADERO,,2,D,D,6,Credit card deposit,10,Transient,FALSO,2,Canceled,15/11/2016,Natala Chessun,nchessunjh@mail.ru,+1 (814) 671-9010,5048376410769080
Sunset Inn,FALSO,41,2016,8,26,32,26,10,9,3,4,FB,Egypt,FALSO,10,5,E,E,10,Credit card deposit,4,Contract,FALSO,3,No-Show,28-08-2019,Sonny Stihl,sstihlji@nps.gov,481.869.3415,374283431144047
Sunset Inn,VERDADERO,51,2018,10,22,40,22,8,10,5,5,BB,Czech Republic,FALSO,2,,F,F,6,Credit card deposit,1,Transient,VERDADERO,5,Canceled,28/06/2018,Sarine Spada,sspadajj@constantcontact.com,470.516.8436,676784581390880000
Sunset Inn,VERDADERO,80,2019,4,30,16,9,2,3,3,,HB,Mongolia,FALSO,9,4,F,F,,Credit card deposit,,Contract,VERDADERO,7,Check-Out,03.06.2019,Chuck Foxall,cfoxalljk@google.ca,(761) 986-6047,503844695248409000
Grand Hotel,VERDADERO,14,2017,2,26,8,25,10,7,3,3,BB,Canada,FALSO,,,E,E,1,No deposit,8,Contract,FALSO,5,No-Show,12-09-2020,Templeton Guise,tguisejl@youtu.be,(444) 042-9308,3530631765958940
Mountain View Lodge,VERDADERO,62,2017,10,8,38,17,6,8,1,2,FB,Croatia,VERDADERO,0,4,E,E,10,Debit car deposit,5,Transient-Party,VERDADERO,10,Check-Out,05.19.2017,Reece Curgenuer,rcurgenuerjm@gmpg.org,+1 (436) 801-7320,3539542611254020
